date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:28:31	23467/23467	---M-Z	200	added ('OK')	text/html	date:Sat,%2022%20May%202010%2002:16:48%20GMT	http://www.hantang.com/chinese/ch_Articles/studentcase22.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/studentcase22.html	(from http://www.hantang.com/chinese/ch_Articles/studentcase.htm)
21:28:32	3629/3629	---M-Z	200	added ('OK')	text/html	date:Sat,%2022%20May%202010%2002:16:54%20GMT	http://www.hantang.com/chinese/ch_Articles/studentcase23.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/studentcase23.html	(from http://www.hantang.com/chinese/ch_Articles/studentcase.htm)
21:28:32	5270/5270	---M-Z	200	added ('OK')	text/html	date:Sat,%2022%20May%202010%2002:16:46%20GMT	http://www.hantang.com/chinese/ch_Articles/studentcase24.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/studentcase24.html	(from http://www.hantang.com/chinese/ch_Articles/studentcase.htm)
21:28:33	8745/8745	---M-Z	200	added ('OK')	text/html	date:Sat,%2022%20May%202010%2002:16:53%20GMT	http://www.hantang.com/chinese/ch_Articles/studentcase25.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/studentcase25.html	(from http://www.hantang.com/chinese/ch_Articles/studentcase.htm)
21:28:34	28913/28913	---M-Z	200	added ('OK')	text/html	date:Sat,%2022%20May%202010%2002:16:54%20GMT	http://www.hantang.com/chinese/ch_Articles/studentcase26.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/studentcase26.html	(from http://www.hantang.com/chinese/ch_Articles/studentcase.htm)
21:28:34	13273/13273	---M-Z	200	added ('OK')	text/html	date:Sun,%2003%20Oct%202010%2011:12:11%20GMT	http://www.hantang.com/chinese/ch_Articles/studentcase27.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/studentcase27.html	(from http://www.hantang.com/chinese/ch_Articles/studentcase.htm)
21:28:35	14391/14391	---M-Z	200	added ('OK')	text/html	date:Sun,%2003%20Oct%202010%2011:12:05%20GMT	http://www.hantang.com/chinese/ch_Articles/studentcase28.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/studentcase28.html	(from http://www.hantang.com/chinese/ch_Articles/studentcase.htm)
21:28:35	37452/37452	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Nov%202010%2001:02:02%20GMT	http://www.hantang.com/chinese/ch_Articles/studentcase29.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/studentcase29.html	(from http://www.hantang.com/chinese/ch_Articles/studentcase.htm)
21:28:36	58975/58975	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Oct%202010%2005:48:09%20GMT	http://www.hantang.com/chinese/ch_Articles/studentcase30.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/studentcase30.html	(from http://www.hantang.com/chinese/ch_Articles/studentcase.htm)
21:28:37	4841/4841	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Nov%202010%2000:52:52%20GMT	http://www.hantang.com/chinese/ch_Articles/study22.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/study22.html	(from http://www.hantang.com/chinese/ch_Articles/studentcase.htm)
21:28:37	4959/4959	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Nov%202010%2001:42:18%20GMT	http://www.hantang.com/chinese/ch_Articles/study23.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/study23.html	(from http://www.hantang.com/chinese/ch_Articles/studentcase.htm)
21:28:38	23332/23332	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Dec%202010%2023:24:01%20GMT	http://www.hantang.com/chinese/ch_Articles/studentcase31.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/studentcase31.html	(from http://www.hantang.com/chinese/ch_Articles/studentcase.htm)
21:28:38	7536/7536	---M-Z	200	added ('OK')	text/html	date:Tue,%2001%20Feb%202011%2000:37:51%20GMT	http://www.hantang.com/chinese/ch_Articles/mercy2.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/mercy2.html	(from http://www.hantang.com/chinese/ch_Articles/studentcase.htm)
21:28:39	5079/5079	---M-Z	200	added ('OK')	text/html	date:Sat,%2025%20Dec%202010%2005:20:28%20GMT	http://www.hantang.com/chinese/ch_Articles/study24.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/study24.html	(from http://www.hantang.com/chinese/ch_Articles/studentcase.htm)
21:28:40	61664/61664	---M-Z	200	added ('OK')	text/html	date:Tue,%2001%20Feb%202011%2000:12:11%20GMT	http://www.hantang.com/chinese/ch_Articles/studentcase32.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/studentcase32.html	(from http://www.hantang.com/chinese/ch_Articles/studentcase.htm)
21:28:40	13774/13774	---M-Z	200	added ('OK')	text/html	date:Wed,%2020%20Apr%202011%2009:32:27%20GMT	http://www.hantang.com/chinese/ch_Articles/studentcase34.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/studentcase34.html	(from http://www.hantang.com/chinese/ch_Articles/studentcase.htm)
21:28:41	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2025%20Oct%202022%2013:28:41%20GMT	http://www.hantang.com/_vti_bin/fpcount.exe/?Page=chinese/ch_Articles/studentcase.htm|Image=4|Digits=7	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/_vti_bin/fpcount.exe/index867d.html	(from http://www.hantang.com/chinese/ch_Articles/studentcase.htm)
21:28:41	3898/3898	---M-Z	200	added ('OK')	text/html	date:Sat,%2022%20May%202010%2002:16:53%20GMT	http://www.hantang.com/chinese/ch_Articles/cancer89.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/cancer89.html	(from http://www.hantang.com/chinese/ch_Articles/baddoh.htm)
21:28:42	2922/2922	---M-Z	200	added ('OK')	text/html	date:Fri,%2023%20Jan%202009%2011:19:05%20GMT	http://www.hantang.com/chinese/ch_Articles/drug63.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/drug63.html	(from http://www.hantang.com/chinese/ch_Articles/baddoh.htm)
21:28:43	4231/4231	---M-Z	200	added ('OK')	text/html	date:Sat,%2022%20May%202010%2002:16:49%20GMT	http://www.hantang.com/chinese/ch_Articles/baddoh1.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/baddoh1.html	(from http://www.hantang.com/chinese/ch_Articles/baddoh.htm)
21:28:43	4699/4699	---M-Z	200	added ('OK')	text/html	date:Sat,%2022%20May%202010%2002:16:49%20GMT	http://www.hantang.com/chinese/ch_Articles/baddoh2.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/baddoh2.html	(from http://www.hantang.com/chinese/ch_Articles/baddoh.htm)
21:28:44	3353/3353	---M-Z	200	added ('OK')	text/html	date:Sat,%2022%20May%202010%2002:16:50%20GMT	http://www.hantang.com/chinese/ch_Articles/doh4.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/doh4.html	(from http://www.hantang.com/chinese/ch_Articles/baddoh.htm)
21:28:44	4368/4368	---M-Z	200	added ('OK')	text/html	date:Sat,%2022%20May%202010%2002:16:46%20GMT	http://www.hantang.com/chinese/ch_Articles/doh5.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/doh5.html	(from http://www.hantang.com/chinese/ch_Articles/baddoh.htm)
21:28:45	4254/4254	---M-Z	200	added ('OK')	text/html	date:Sat,%2022%20May%202010%2002:16:49%20GMT	http://www.hantang.com/chinese/ch_Articles/herb6.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/herb6.html	(from http://www.hantang.com/chinese/ch_Articles/baddoh.htm)
21:28:46	7097/7097	---M-Z	200	added ('OK')	text/html	date:Sat,%2022%20May%202010%2002:16:53%20GMT	http://www.hantang.com/chinese/ch_Articles/food1.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/food1.html	(from http://www.hantang.com/chinese/ch_Articles/baddoh.htm)
21:28:46	2982/2982	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Mar%202011%2009:37:03%20GMT	http://www.hantang.com/chinese/ch_Articles/life10.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/life10.html	(from http://www.hantang.com/chinese/ch_Articles/baddoh.htm)
21:28:47	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2025%20Oct%202022%2013:28:46%20GMT	http://www.hantang.com/_vti_bin/fpcount.exe/?Page=chinese/ch_Articles/baddoh.htm|Image=4|Digits=5	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/_vti_bin/fpcount.exe/index60f7.html	(from http://www.hantang.com/chinese/ch_Articles/baddoh.htm)
21:28:47	4639/4639	---M-Z	200	added ('OK')	text/html	date:Sat,%2022%20May%202010%2002:16:53%20GMT	http://www.hantang.com/chinese/ch_Articles/drug67.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/drug67.html	(from http://www.hantang.com/chinese/ch_Articles/badstudy.htm)
21:28:47	3685/3685	---M-Z	200	added ('OK')	text/html	date:Fri,%2006%20Mar%202009%2019:02:40%20GMT	http://www.hantang.com/chinese/ch_Articles/drug71.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/drug71.html	(from http://www.hantang.com/chinese/ch_Articles/badstudy.htm)
21:28:48	3973/3973	---M-Z	200	added ('OK')	text/html	date:Sat,%2022%20May%202010%2002:16:52%20GMT	http://www.hantang.com/chinese/ch_Articles/v-a6.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/v-a6.html	(from http://www.hantang.com/chinese/ch_Articles/badstudy.htm)
21:28:48	3658/3658	---M-Z	200	added ('OK')	text/html	date:Sat,%2022%20May%202010%2002:16:46%20GMT	http://www.hantang.com/chinese/ch_Articles/memoryloss17.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/memoryloss17.html	(from http://www.hantang.com/chinese/ch_Articles/badstudy.htm)
21:28:49	5655/5655	---M-Z	200	added ('OK')	text/html	date:Sat,%2022%20May%202010%2002:16:46%20GMT	http://www.hantang.com/chinese/ch_Articles/flu125.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/flu125.html	(from http://www.hantang.com/chinese/ch_Articles/badstudy.htm)
21:28:50	1623/1623	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20May%202009%2017:09:44%20GMT	http://www.hantang.com/chinese/ch_Articles/flu141.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/flu141.html	(from http://www.hantang.com/chinese/ch_Articles/badstudy.htm)
21:28:50	2160/2160	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Jul%202009%2007:59:07%20GMT	http://www.hantang.com/chinese/ch_Articles/memory20.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/memory20.html	(from http://www.hantang.com/chinese/ch_Articles/badstudy.htm)
21:28:51	8655/8655	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Jul%202009%2008:37:52%20GMT	http://www.hantang.com/chinese/ch_Articles/bonedis46.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/bonedis46.html	(from http://www.hantang.com/chinese/ch_Articles/badstudy.htm)
21:28:51	3126/3126	---M-Z	200	added ('OK')	text/html	date:Sat,%2022%20May%202010%2002:16:49%20GMT	http://www.hantang.com/chinese/ch_Articles/badstudy1.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/badstudy1.html	(from http://www.hantang.com/chinese/ch_Articles/badstudy.htm)
21:28:52	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2025%20Oct%202022%2013:28:52%20GMT	http://www.hantang.com/_vti_bin/fpcount.exe/?Page=chinese/ch_Articles/badstudy.htm|Image=4|Digits=5	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/_vti_bin/fpcount.exe/indexeaef.html	(from http://www.hantang.com/chinese/ch_Articles/badstudy.htm)
21:28:52	36813/36813	---M-Z	200	added ('OK')	text/html	date:Sat,%2022%20May%202010%2002:16:51%20GMT	http://www.hantang.com/chinese/ch_Articles/breastcan44.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/breastcan44.html	(from http://www.hantang.com/chinese/ch_Articles/disease.htm)
21:28:52	5011/5011	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Sep%202008%2000:50:16%20GMT	http://www.hantang.com/chinese/ch_Articles/lupus.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/lupus.html	(from http://www.hantang.com/chinese/ch_Articles/disease.htm)
21:28:53	13181/13181	---M-Z	200	added ('OK')	text/html	date:Mon,%2024%20Aug%202009%2020:14:04%20GMT	http://www.hantang.com/chinese/ch_Articles/sugsrstudy.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/sugsrstudy.html	(from http://www.hantang.com/chinese/ch_Articles/disease.htm)
21:28:54	27501/27501	---M-Z	200	added ('OK')	text/html	date:Sat,%2022%20May%202010%2002:16:55%20GMT	http://www.hantang.com/chinese/ch_Articles/livercan9.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/livercan9.html	(from http://www.hantang.com/chinese/ch_Articles/disease.htm)
21:28:54	11476/11476	---M-Z	200	added ('OK')	text/html	date:Sat,%2022%20May%202010%2002:16:55%20GMT	http://www.hantang.com/chinese/ch_Articles/aids31.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/aids31.html	(from http://www.hantang.com/chinese/ch_Articles/disease.htm)
21:28:55	3769/3769	---M-Z	200	added ('OK')	text/html	date:Sat,%2022%20May%202010%2002:16:52%20GMT	http://www.hantang.com/chinese/ch_Articles/p-cancer.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/p-cancer.html	(from http://www.hantang.com/chinese/ch_Articles/disease.htm)
21:28:55	9245/9245	---M-Z	200	added ('OK')	text/html	date:Tue,%2016%20Sep%202008%2015:00:25%20GMT	http://www.hantang.com/chinese/ch_Articles/memory17.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/memory17.html	(from http://www.hantang.com/chinese/ch_Articles/disease.htm)
21:28:56	32272/32272	---M-Z	200	added ('OK')	text/html	date:Sat,%2022%20May%202010%2002:16:51%20GMT	http://www.hantang.com/chinese/ch_Articles/v-all1.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/v-all1.html	(from http://www.hantang.com/chinese/ch_Articles/disease.htm)
21:28:57	8117/8117	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Jun%202009%2001:53:32%20GMT	http://www.hantang.com/chinese/ch_Articles/prostate.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/prostate.html	(from http://www.hantang.com/chinese/ch_Articles/disease.htm)
21:28:58	19418/19418	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Aug%202009%2017:33:57%20GMT	http://www.hantang.com/chinese/ch_Articles/bone.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/bone.html	(from http://www.hantang.com/chinese/ch_Articles/disease.htm)
21:28:59	11279/11279	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Jun%202009%2001:49:15%20GMT	http://www.hantang.com/chinese/ch_Articles/heart56.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/heart56.html	(from http://www.hantang.com/chinese/ch_Articles/disease.htm)
21:28:59	8863/8863	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Jul%202009%2014:17:53%20GMT	http://www.hantang.com/chinese/ch_Articles/kidney43.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/kidney43.html	(from http://www.hantang.com/chinese/ch_Articles/disease.htm)
21:29:00	15346/15346	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Mar%202009%2012:37:10%20GMT	http://www.hantang.com/chinese/ch_Articles/fluvaccines.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/fluvaccines.html	(from http://www.hantang.com/chinese/ch_Articles/disease.htm)
21:29:00	1473/1473	---M-Z	200	added ('OK')	text/html	date:Mon,%2009%20Mar%202009%2000:36:40%20GMT	http://www.hantang.com/chinese/ch_Articles/female6.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/female6.html	(from http://www.hantang.com/chinese/ch_Articles/disease.htm)
21:29:01	1722/1722	---M-Z	200	added ('OK')	text/html	date:Mon,%2009%20Mar%202009%2000:39:30%20GMT	http://www.hantang.com/chinese/ch_Articles/epilapisy1.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/epilapisy1.html	(from http://www.hantang.com/chinese/ch_Articles/disease.htm)
21:29:02	3687/3687	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Mar%202009%2012:53:32%20GMT	http://www.hantang.com/chinese/ch_Articles/briantumor5.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/briantumor5.html	(from http://www.hantang.com/chinese/ch_Articles/disease.htm)
21:29:02	5196/5196	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202009%2012:11:48%20GMT	http://www.hantang.com/chinese/ch_Articles/sucide14.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/sucide14.html	(from http://www.hantang.com/chinese/ch_Articles/disease.htm)
21:29:03	5924/5924	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Jun%202009%2001:48:40%20GMT	http://www.hantang.com/chinese/ch_Articles/stomachcase.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/stomachcase.html	(from http://www.hantang.com/chinese/ch_Articles/disease.htm)
21:29:04	3564/3564	---M-Z	200	added ('OK')	text/html	date:Sat,%2022%20May%202010%2002:16:53%20GMT	http://www.hantang.com/chinese/ch_Articles/lungdis.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/lungdis.html	(from http://www.hantang.com/chinese/ch_Articles/disease.htm)
21:29:05	3852/3852	---M-Z	200	added ('OK')	text/html	date:Sat,%2022%20May%202010%2002:16:56%20GMT	http://www.hantang.com/chinese/ch_Articles/blood8.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/blood8.html	(from http://www.hantang.com/chinese/ch_Articles/disease.htm)
21:29:06	3709/3709	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Jun%202009%2001:48:55%20GMT	http://www.hantang.com/chinese/ch_Articles/largeintestine.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/largeintestine.html	(from http://www.hantang.com/chinese/ch_Articles/disease.htm)
21:29:07	2985/2985	---M-Z	200	added ('OK')	text/html	date:Sat,%2022%20May%202010%2002:16:51%20GMT	http://www.hantang.com/chinese/ch_Articles/herbcompany.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/herbcompany.html	(from http://www.hantang.com/chinese/ch_Articles/myherbs.htm)
21:29:07	2715/2715	---M-Z	200	added ('OK')	text/html	date:Sat,%2022%20May%202010%2002:16:48%20GMT	http://www.hantang.com/chinese/ch_Articles/herbs3.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/herbs3.html	(from http://www.hantang.com/chinese/ch_Articles/myherbs.htm)
21:29:08	2246/2246	---M-Z	200	added ('OK')	text/html	date:Sat,%2022%20May%202010%2002:16:50%20GMT	http://www.hantang.com/chinese/ch_Articles/import.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/import.html	(from http://www.hantang.com/chinese/ch_Articles/myherbs.htm)
21:29:08	3199/3199	---M-Z	200	added ('OK')	text/html	date:Sat,%2022%20May%202010%2002:16:58%20GMT	http://www.hantang.com/chinese/ch_Articles/herb9.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/herb9.html	(from http://www.hantang.com/chinese/ch_Articles/myherbs.htm)
21:29:09	5256/5256	---M-Z	200	added ('OK')	text/html	date:Tue,%2020%20Mar%202012%2006:05:24%20GMT	http://www.hantang.com/chinese/ch_Articles/aconite4.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/aconite4.html	(from http://www.hantang.com/chinese/ch_Articles/myherbs.htm)
